Portfolio,Ticker,Quantity,Value
Barbell,SGOV,3000,
Barbell,VTI,1200,
Barbell,QQQ,300,
Barbell,GLD,200,
Sliding_Window,SGOV,2500,
Sliding_Window,VGIT,900,
Sliding_Window,BND,800,
Sliding_Window,VTI,1100,
Sliding_Window,IEFA,350,
Sliding_Window,QQQ,150,
Current,SGOV,900,
Current,VGIT,600,
Current,BND,500,
Current,VTI,900,
Current,SCHD,400,
Current,QQQ,200,
Current,GLD,150,
